Item Number,Brand,Processor,Screen Size (in),Color,Ram Size (GB),SSD Capacity (GB),GPU,Processor Speed (GHz),Type,Resolution Size,Maximum Resolution,Model,OS,Hard Drive Capacity (GB),Storage Type,Condition,Price ($)
85264986596,Dell,Intel Celeron,11.6,Black,4.0,16.0,Intel HD Graphics,2.16,Notebook/Laptop,Small,1366 x 768,Dell,Linux,16,SSD,Used,56.99
85264986600,Microsoft,Intel Pentium,10.5,Silver,64.0,64.0,Intel UHD Graphics 615,1.1,Notebook/Laptop,Large,1920 x 1280,Microsoft Surface Go 3,Windows 11 Home,64,SSD,Used,124.0
85264986601,Dell,Intel Core i5,14.0,Black,16.0,128.0,Intel HD Graphics 520,2.6,Notebook/Laptop,Small,1366 x 768,Dell Latitude 7480,Windows 10,128,SSD,Used,129.99
85264986605,Dell,Intel Core i7,12.5,Black,8.0,256.0,Intel HD Graphics 520,2.6,Notebook/Laptop,Medium,1920 x 1080,Dell Latitude E7270,Windows 10 Pro,256,SSD,Used,129.95
85264986609,LG,Intel Core i7,16.0,Gray,16.0,512.0,NVIDIA GeForce GTX 1650 Ti,2.0,Notebook/Laptop,Large,1920 x 1200,LG Ultra,Windows 11 Home,512,SSD,For parts or not working,275.0
85264986610,Lenovo,Intel Core i7,14.0,Black,16.0,256.0,Intel HD Graphics 620,1.9,Notebook/Laptop,Medium,1920 x 1080,Lenovo T480,Windows 11,16,SSD,Used,225.0
85264986611,HP,Intel Core i5,14.0,Silver,32.0,500.0,Intel UHD Graphics 620,2.6,Notebook/Laptop,Medium,1920 x 1080,Hp Elitlebook G5,Windows 11 Pro,500,SSD,Very Good,289.99
85264986651,HP,AMD Ryzen 3,14.0,Silver,16.0,512.0,AMD Radeon Graphics,2.0,Notebook/Laptop,Medium,1920 x 1080,HP EliteBook 745 G5,Not Included,0,SSD,Used,129.99
85264987093,Lenovo,Intel Core i5,15.0,Black,16.0,256.0,Intel HD Graphics 530,2.4,Netbook,Medium,1920 x 1080,Lenovo ThinkPad T460,Windows 11 Pro,256,SSD,Used,149.0
85264987095,HP,Intel Celeron,11.6,Black,4.0,16.0,Intel HD Graphics,1.6,Chromebook,Small,1366 x 768,Samsung ChromeBook,Chrome OS,16,eMMC,Used,69.99
85264987100,HP,AMD Ryzen 7,16.1,Black,16.0,512.0,NVIDIA GeForce RTX 4060,5.1,Notebook/Laptop,Medium,1920 x 1080,HP Omen,Windows 11 Home,0,SSD,Certified,949.47
85264987101,Lenovo,Intel Core i7,14.0,Black,16.0,256.0,Intel UHD Graphics 620,1.9,Notebook/Laptop,Medium,1920 x 1080,Lenovo ThinkPad T490,Windows 11 Pro,256,NVMe,Good,229.99
85264987105,Microsoft,Intel Pentium,10.5,Silver,64.0,64.0,Intel UHD Graphics 615,1.1,Notebook/Laptop,Large,1920 x 1280,Microsoft Surface Go 3,Windows 11 Home,64,SSD,Used,124.0
85264987110,SGIN,Intel Celeron,15.6,Silver,4.0,128.0,Intel UHD Graphics 600,2.8,Notebook/Laptop,Small,1366 x 768,SGIN-M15,Windows 11 Home,128,SSD,New,636.0
85264987119,Dell,Intel Core i5,14.0,Black,32.0,512.0,Intel UHD Graphics 620,1.7,Notebook/Laptop,Medium,1920 x 1080,14,Not Included,512,SSD,Used,399.0
85264987121,Lenovo,Intel Core i5,15.6,Gray,16.0,512.0,NVIDIA GeForce RTX 2050,2.1,Notebook/Laptop,Medium,1920 x 1080,Lenovo LOQ 82XV000VUS,Windows 11 Home,512,SSD,New,649.49
85264987123,Acer,Intel Celeron,11.6,Gray,4.0,32.0,Intel HD Graphics 400,2.48,Notebook/Laptop,Small,1366 x 768,C731T-C0X8,Chrome OS,32,eMMC,Used,41.0
85264987125,Lenovo,Intel Core i3,15.6,Gray,8.0,256.0,Intel UHD Graphics,1.2,Notebook/Laptop,Medium,1920 x 1080,Lenovo IdeaPad 3 15IAU7,Windows 11 Home,8,SSD,Open box,203.05
85264987126,HP,Intel Core i7,17.3,Silver,64.0,4000.0,Intel Iris Xe Graphics,1.7,Notebook/Laptop,Medium,1920 x 1080,HP 17-cn3097nr,Windows 11 Pro,1000,SSD + HDD,New,1280.0
85264987127,ASUS,AMD Ryzen 7,16.0,Blue,16.0,1000.0,AMD Radeon Graphics,4.4,Notebook/Laptop,Large,1920 x 1200,ASUS VivoBook,Windows 11 Home,1000,SSD,New,609.0
85264987136,Lenovo,AMD Ryzen 5,14.0,Black,16.0,256.0,AMD Radeon Graphics,2.3,Notebook/Laptop,Medium,1920 x 1080,Lenovo ThinkPad T14,Windows 10 Pro,256,SSD,New,499.99
85264987139,Lenovo,Intel Core i5,15.6,Grey,20.0,1000.0,Intel Iris Xe Graphics,4.2,Notebook/Laptop,Medium,1920 x 1080,Lenovo Ideapad 3i,Windows 11 Home,1000,SSD,New,599.0
85264987184,HP,Intel Core i5,15.6,Silver,8.0,256.0,Intel Iris Xe Graphics,2.4,Notebook/Laptop,Medium,1920 x 1080,15-dy2795wm,Windows 11 Home,256,SSD,New,389.95
